case_id,initial_bpr,status_C,status_D,status_E,error_C,error_D,error_E,patch_valid_C,patch_valid_D,patch_valid_E,patch_applied_C,patch_applied_D,patch_applied_E,outcome_C,outcome_D,outcome_E,final_bpr_C,final_bpr_D,final_bpr_E,delta_C,delta_D,delta_E,best_condition
repair__c2_core_ollama_behavioral__parking_gate__qwen2_5_coder_7b__r03,0.23529411764705882,ok,ok,ok,,,,true,true,true,true,true,true,no_improvement,no_improvement,no_improvement,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,C+D+E
repair__c2_core_ollama_behavioral__parking_gate__qwen2_5_coder_7b__r04,0.23529411764705882,ok,ok,patch_application_error,,,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Open', 'Vehicle_Detection'); existing target 'Open'",true,true,,true,true,,no_improvement,no_improvement,,0.23529411764705882,0.23529411764705882,,0.0,0.0,,C+D
repair__c2_core_ollama_behavioral__parking_gate__qwen2_5_coder_7b__r05,0.23529411764705882,ok,patch_application_error,ok,,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Open', 'Vehicle_Detection'); existing target 'Open'",,true,,true,true,,true,no_improvement,,no_improvement,0.23529411764705882,,0.23529411764705882,0.0,,0.0,C+E
repair__c2_core_ollama_behavioral__train_ticket_booking__llama3_1_8b__r01,0.25,patch_application_error,ok,invalid_patch,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'TicketIssued'",,"patch validation failed: patch schema validation failed: {'op': 'add_transition', 'from': 'RouteSelected', 'event': 'Choose seat', 'to': 'SeatHeld'} is not valid under any of the given schemas",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__llama3_1_8b__r02,0.25,patch_application_error,ok,invalid_patch,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'TicketIssued'",,"patch validation failed: patch schema validation failed: {'op': 'add_transition', 'from': 'RouteSelected', 'event': 'Choose seat', 'to': 'SeatHeld'} is not valid under any of the given schemas",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__llama3_1_8b__r03,0.25,patch_application_error,ok,invalid_patch,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'TicketIssued'",,"patch validation failed: patch schema validation failed: {'op': 'add_transition', 'from': 'RouteSelected', 'event': 'Choose seat', 'to': 'SeatHeld'} is not valid under any of the given schemas",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__llama3_1_8b__r04,0.25,patch_application_error,ok,invalid_patch,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'TicketIssued'",,"patch validation failed: patch schema validation failed: {'op': 'add_transition', 'from': 'RouteSelected', 'event': 'Choose seat', 'to': 'SeatHeld'} is not valid under any of the given schemas",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__qwen2_5_coder_7b__r01,0.25,patch_application_error,ok,patch_application_error,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'ChooseSeat'); existing target 'SeatHeld'",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__qwen2_5_coder_7b__r02,0.25,patch_application_error,ok,patch_application_error,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'ChooseSeat'); existing target 'SeatHeld'",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__qwen2_5_coder_7b__r03,0.25,patch_application_error,ok,patch_application_error,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__qwen2_5_coder_7b__r04,0.25,patch_application_error,ok,patch_application_error,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'ChooseSeat'); existing target 'SeatHeld'",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__train_ticket_booking__qwen2_5_coder_7b__r05,0.25,patch_application_error,ok,patch_application_error,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'Pay'); existing target 'RouteSelected'",,"patch application failed: operation[0] add_transition: duplicate (from, event) ('RouteSelected', 'ChooseSeat'); existing target 'SeatHeld'",,true,,,true,,,no_improvement,,,0.25,,,0.0,,D
repair__c2_core_ollama_behavioral__warehouse_inventory__mistral_nemo_12b__r01,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --Receive--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Stocked', 'Allocate'); existing target 'Allocated'","patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'Allocate'); existing target 'Idle'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__mistral_nemo_12b__r02,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'ReceiveStock'); existing target 'Stocked'","patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'Allocate'); existing target 'Idle'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__mistral_nemo_12b__r03,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'ReceiveStock'); existing target 'Stocked'","patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'Allocate'); existing target 'Idle'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__mistral_nemo_12b__r04,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'ReceiveStock'); existing target 'Stocked'","patch application failed: operation[0] add_transition: duplicate (from, event) ('Stocked', 'Allocate'); existing target 'Allocated'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__qwen2_5_coder_7b__r01,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[2] add_transition: duplicate (from, event) ('Allocated', 'CancelAllocation'); existing target 'Stocked'","patch application failed: operation[2] add_transition: duplicate (from, event) ('Allocated', 'CancelAllocation'); existing target 'Stocked'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__qwen2_5_coder_7b__r02,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Stocked', 'Allocate'); existing target 'Allocated'","patch application failed: operation[2] add_transition: duplicate (from, event) ('Allocated', 'CancelAllocation'); existing target 'Stocked'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__qwen2_5_coder_7b__r03,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Stocked', 'Allocate'); existing target 'Allocated'","patch application failed: operation[0] add_transition: duplicate (from, event) ('Stocked', 'Allocate'); existing target 'Allocated'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__qwen2_5_coder_7b__r04,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'ReceiveStock'); existing target 'Stocked'","patch application failed: operation[2] add_transition: duplicate (from, event) ('Allocated', 'CancelAllocation'); existing target 'Stocked'",,,,,,,,,,,,,,,,
repair__c2_core_ollama_behavioral__warehouse_inventory__qwen2_5_coder_7b__r05,0.25,patch_application_error,patch_application_error,patch_application_error,patch application failed: operation[0] add_transition: self-loop 'Stocked' --ReceiveStock--> 'Stocked' is rejected,"patch application failed: operation[0] add_transition: duplicate (from, event) ('Idle', 'ReceiveStock'); existing target 'Stocked'","patch application failed: operation[2] add_transition: duplicate (from, event) ('Allocated', 'CancelAllocation'); existing target 'Stocked'",,,,,,,,,,,,,,,,
